date,state,S,I,R,hospitalization,icu,ventilator
07/21/2020,Colorado,2216646.9614531207,271.3415473225344,3478645.6969995503,8.140246419676032,1.2210369629514046,1.0853661892901376
07/22/2020,Colorado,2216597.4246254284,238.49916120452102,3478728.0762133608,7.15497483613563,1.0732462254203445,0.9539966448180841
07/23/2020,Colorado,2216553.884601426,209.63107154634676,3478800.4843270215,6.288932146390403,0.9433398219585604,0.8385242861853871
07/24/2020,Colorado,2216515.6154523194,184.2565253636077,3478864.128022311,5.52769576090823,0.8291543641362346,0.7370261014544308
07/25/2020,Colorado,2216481.979161352,161.95291019296062,3478920.0679284493,4.858587305788818,0.7287880958683227,0.6478116407718425
07/26/2020,Colorado,2216452.4148662626,142.3486610460969,3478969.2364726854,4.270459831382907,0.640568974707436,0.5693946441843877
07/27/2020,Colorado,2216426.4296676135,125.11718906472251,3479012.453143316,3.7535156719416753,0.5630273507912512,0.5004687562588901
07/28/2020,Colorado,2216403.590298089,109.97138090033744,3479050.4383210046,3.299141427010123,0.4948712140515184,0.43988552360134975
07/29/2020,Colorado,2216383.5158961434,96.65882344974592,3479083.8252804005,2.8997647034923775,0.43496470552385663,0.3866352937989837
07/30/2020,Colorado,2216365.8717698907,84.95767980395857,3479113.1705502993,2.548730394118757,0.38230955911781356,0.3398307192158343
07/31/2020,Colorado,2216350.3637014152,74.67292339925591,3479138.9633751796,2.240187701977677,0.33602815529665153,0.29869169359702363
08/01/2020,Colorado,2216336.7330905595,65.6331243497566,3479161.6337850844,1.9689937304926979,0.29534905957390467,0.2625324973990264
08/02/2020,Colorado,2216324.752668557,57.687612639713116,3479181.5597187965,1.7306283791913935,0.259594256878709,0.23075045055885246
08/03/2020,Colorado,2216314.2226420054,50.70392589310146,3479199.073432095,1.521117776793044,0.22816766651895656,0.20281570357240586
08/04/2020,Colorado,2216304.9674294223,44.565648010585306,3479214.4669225602,1.3369694403175592,0.20054541604763387,0.17826259204234124
08/05/2020,Colorado,2216296.8327048616,39.170451414876304,3479227.996843716,1.175113542446289,0.17626703136694336,0.1566818056595052
08/06/2020,Colorado,2216289.68280552,34.42837985534722,3479239.888814618,1.0328513956604164,0.15492770934906247,0.13771351942138887
08/07/2020,Colorado,2216283.3985148566,30.260379543361708,3479250.341105593,0.9078113863008512,0.13617170794512767,0.12104151817344684
08/08/2020,Colorado,2216277.8750352156,26.596955952486592,3479259.5280088247,0.7979086785745977,0.11968630178618965,0.10638782380994637
08/09/2020,Colorado,2216273.020255757,23.37702591863902,3479267.6027183174,0.7013107775591706,0.10519661663387558,0.09350810367455609
08/10/2020,Colorado,2216268.75322845,20.546907584745096,3479274.6998639572,0.6164072275423529,0.09246108413135293,0.08218763033898038
08/12/2020,Colorado,2216265.0027902005,18.05940717426995,3479280.937802618,0.5417822152280984,0.08126733228421477,0.0722376286970798
03/13/2020,Connecticut,3572654.0,11.0,0.0,0.32999999999999996,0.049499999999999995,0.044
03/14/2020,Connecticut,3572647.8155915486,13.84683825670521,3.3375701950257697,0.4154051477011563,0.06231077215517344,0.055387353026820844
03/15/2020,Connecticut,3572640.0306536728,17.430432119645854,7.5389142082921605,0.5229129635893756,0.07843694453840634,0.06972172847858342
03/16/2020,Connecticut,3572630.230987974,21.941440568429886,12.827571458312976,0.6582432170528966,0.09873648255793448,0.08776576227371954
03/17/2020,Connecticut,3572617.8952075425,27.619859542237517,19.484932916642286,0.8285957862671255,0.12428936794006881,0.11047943816895008
03/18/2020,Connecticut,3572602.366972241,34.76779989172894,27.86522786852116,1.0430339967518683,0.15645509951278022,0.13907119956691577
03/19/2020,Connecticut,3572582.820266892,43.76546621937697,38.41426688977626,1.312963986581309,0.19694459798719635,0.17506186487750788
03/20/2020,Connecticut,3572558.215184945,55.09150349062506,51.69331156557432,1.6527451047187516,0.24791176570781273,0.22036601396250025
03/21/2020,Connecticut,3572527.242833908,69.3483469997347,68.40881909344024,2.080450409992041,0.31206756149880616,0.2773933879989388
03/22/2020,Connecticut,3572488.2558002057,87.29421286314982,89.44998693262048,2.6188263858944945,0.3928239578841742,0.3491768514525993
03/23/2020,Connecticut,3572439.1805103864,109.88341129926008,115.93607831596256,3.296502338977802,0.4944753508466703,0.4395336451970403
03/24/2020,Connecticut,3572377.407161751,138.31696819541642,149.27587005503702,4.149509045862493,0.6224263568793739,0.5532678727816657
03/25/2020,Connecticut,3572299.65116893,174.1063314985387,191.24249957285812,5.223189944956161,0.7834784917434241,0.6964253259941549
03/26/2020,Connecticut,3572201.7789027374,219.15347181043586,244.06762545322965,6.574604154313076,0.9861906231469613,0.8766138872417435
03/27/2020,Connecticut,3572078.5885656495,275.851566645548,310.55986770607353,8.27554699936644,1.241332049904966,1.1034062665821922
03/28/2020,Connecticut,3571923.534696307,347.2115257992215,394.25377789483446,10.416345773976644,1.5624518660964966,1.388846103196886
03/29/2020,Connecticut,3571728.3819432687,437.0209050098754,499.59715172227493,13.110627150296262,1.966594072544439,1.7480836200395016
03/30/2020,Connecticut,3571482.7701155464,550.0433905995827,632.1864938547135,16.50130171798748,2.475195257698122,2.200173562398331
03/31/2020,Connecticut,3571173.668058127,692.2690323889785,799.062909484302,20.768070971669356,3.115210645750403,2.769076129555914
04/01/2020,Connecticut,3570784.6884421413,871.2278236286704,1009.0837342309885,26.13683470886011,3.9205252063290166,3.484911294514682
04/02/2020,Connecticut,3570295.2287123636,1096.382233267636,1273.3890543698212,32.891466998029074,4.933720049704362,4.385528933070543
04/03/2020,Connecticut,3569679.395268446,1379.6178271768747,1605.9869043779358,41.38853481530624,6.208280222295936,5.518471308707499
04/04/2020,Connecticut,3568904.6580045037,1735.8553365366333,2024.486658960375,52.075660096099,7.81134901441485,6.9434213461465335
04/05/2020,Connecticut,3567930.170505696,2183.812410254166,2551.0170840502233,65.51437230762498,9.827155846143746,8.735249641016665
04/06/2020,Connecticut,3566704.677380536,2746.948763150482,3213.3738563135776,82.40846289451446,12.361269434177169,10.987795052601928
04/07/2020,Connecticut,3565163.9144676677,3454.634289197831,4046.451243135263,103.63902867593492,15.54585430139024,13.818537156791324
04/08/2020,Connecticut,3563227.390423681,4343.585476205744,5094.024100113402,130.30756428617232,19.546134642925846,17.374341904822977
04/09/2020,Connecticut,3560794.4205005844,5459.620241318008,6410.959258098317,163.78860723954023,24.568291085931033,21.838480965272034
04/10/2020,Connecticut,3557739.2667548805,6859.783644392771,8065.9496007273,205.79350933178313,30.869026399767467,27.439134577571085
04/11/2020,Connecticut,3553905.2330017793,8614.892477809046,10144.874520412437,258.44677433427137,38.767016150140705,34.45956991123619
04/12/2020,Connecticut,3549097.5437824647,10812.54069451565,12754.915523020609,324.3762208354695,48.65643312532042,43.2501627780626
04/13/2020,Connecticut,3543074.8923579473,13560.568190604792,16029.53945144906,406.81704571814373,61.02255685772156,54.24227276241917
04/14/2020,Connecticut,3535539.574867385,16990.949905686935,20134.475226929146,509.728497170608,76.45927457559121,67.96379962274774
04/15/2020,Connecticut,3526126.2416301416,21263.971458123346,25274.786911735933,637.9191437437004,95.68787156155504,85.05588583249339
04/16/2020,Connecticut,3514389.5152235497,26572.40213328704,31703.082643163867,797.1720639986112,119.57580959979167,106.28960853314815
04/17/2020,Connecticut,3499791.067630708,33145.14252834484,39728.78984094757,994.3542758503452,149.15314137755178,132.58057011337937
04/18/2020,Connecticut,3481687.2460835995,41249.49840920665,49728.25550719454,1237.4849522761995,185.62274284142993,164.9979936368266
04/19/2020,Connecticut,3459319.0667739203,51190.786870336306,62155.14635574422,1535.7236061100891,230.35854091651336,204.76314748134521
04/20/2020,Connecticut,3431807.5915972344,63307.29332949021,77550.11507327599,1899.2187998847062,284.88281998270594,253.22917331796086
04/21/2020,Connecticut,3398158.370562957,77958.29975143592,96548.32968560759,2338.7489925430773,350.8123488814616,311.83319900574367
04/22/2020,Connecticut,3357280.7833429766,95501.85710196181,119882.3595550623,2865.055713058854,429.75835695882813,382.00742840784727
04/23/2020,Connecticut,3308028.179716373,116259.40231274653,148377.4179708809,3487.782069382396,523.1673104073593,465.0376092509861
04/24/2020,Connecticut,3249265.284383543,140464.75183538473,182934.96378107264,4213.9425550615415,632.0913832592312,561.8590073415389
04/25/2020,Connecticut,3179967.095166266,168197.5119979731,224500.39283576192,5045.925359939193,756.888803990879,672.7900479918925
04/26/2020,Connecticut,3099348.56072176,199305.33797275013,274011.1013054908,5979.160139182503,896.8740208773755,797.2213518910005
04/27/2020,Connecticut,3007015.85413904,233325.94544517845,332323.2004157827,6999.778363355354,1049.966754503303,933.3037817807138
04/28/2020,Connecticut,2903118.747818201,269427.119073764,400119.1331080365,8082.81357221292,1212.422035831938,1077.708476295056
04/29/2020,Connecticut,2788472.6643951703,306388.1934117596,477804.1421930714,9191.645802352788,1378.7468703529182,1225.5527736470385
04/30/2020,Connecticut,2664613.671116776,342645.39228101354,565405.9366022123,10279.361768430406,1541.9042652645608,1370.581569124054
05/01/2020,Connecticut,2533755.718783973,376412.57404378266,662496.707172246,11292.37722131348,1693.8565831970218,1505.6502961751307
05/02/2020,Connecticut,2398639.1309593543,405868.6723392842,768157.1967013628,12176.060170178525,1826.4090255267788,1623.4746893571369
05/03/2020,Connecticut,2262288.3487301646,429379.69542291376,880996.9558469227,12881.390862687413,1932.208629403112,1717.518781691655
05/04/2020,Connecticut,2127724.0253057266,445707.1457795254,999233.828914749,13371.214373385761,2005.682156007864,1782.8285831181015
05/05/2020,Connecticut,1997688.0947822966,454154.617670765,1120822.2875469392,13624.63853012295,2043.6957795184421,1816.61847068306
05/06/2020,Connecticut,1874433.7782046904,454621.992755511,1243609.2290397994,13638.65978266533,2045.7989673997995,1818.4879710220441
05/07/2020,Connecticut,1759609.741604299,447563.9955864901,1365491.2628092114,13426.919867594703,2014.0379801392053,1790.2559823459603
05/08/2020,Connecticut,1654240.0775673252,433874.77092461765,1484550.1515080577,13016.24312773853,1952.4364691607793,1735.4990836984707
05/09/2020,Connecticut,1558780.2295365217,414733.7216709641,1599151.0487925145,12442.011650128923,1866.3017475193383,1658.9348866838563
05/10/2020,Connecticut,1473219.025853791,391447.99707188574,1707997.9770743235,11743.439912156571,1761.5159868234857,1565.791988287543
05/11/2020,Connecticut,1397197.8312868641,365317.7721275252,1810149.396585611,10959.533163825756,1643.929974573863,1461.2710885101008
05/12/2020,Connecticut,1330125.1132604806,337537.73546186945,1905002.1512776501,10126.132063856083,1518.9198095784125,1350.1509418474777
05/13/2020,Connecticut,1271273.980187562,309136.9596189994,1992254.0601934385,9274.108788569982,1391.116318285497,1236.5478384759977
05/14/2020,Connecticut,1219857.767774222,280952.27568943857,2071854.9565363396,8428.568270683158,1264.2852406024736,1123.8091027577543
05/15/2020,Connecticut,1175084.1720168875,253626.67821403872,2143954.1497690734,7608.8003464211615,1141.3200519631741,1014.5067128561549
05/16/2020,Connecticut,1136190.9708589083,227624.19382721404,2208849.8353138776,6828.725814816421,1024.3088722224632,910.4967753088562
