date,state,S,I,R,hospitalization,icu,ventilator,bed-usage,icu-usage,ventilator-usage
03/15/2020,Alabama,4887860.0,11.0,0.0,0.32999999999999996,0.049499999999999995,0.044,2.123278857289924e-05,4.512306289881495e-05,3.384615384615384e-05
03/16/2020,Alabama,4887853.946661748,13.285273448642084,3.7680648046890433,0.3985582034592625,0.05978373051888937,0.053141093794568335,2.5643945660742667e-05,5.449747540463935e-05,4.0877764457360256e-05
03/17/2020,Alabama,4887846.635737556,16.045308090325655,8.318954354363399,0.48135924270976965,0.07220388640646544,0.06418123236130262,3.0971512206264936e-05,6.581940419914807e-05,4.9370178739463554e-05
03/18/2020,Alabama,4887837.80598481,19.378724834228162,13.81529035658022,0.5813617450268448,0.08720426175402672,0.07751489933691265,3.740585156523258e-05,7.949340178124587e-05,5.962684564377896e-05
03/19/2020,Alabama,4887827.141869889,23.404638511749056,20.453491599714905,0.7021391553524716,0.10532087330287074,0.09361855404699622,4.517688555864571e-05,9.600808869906175e-05,7.201427234384324e-05
03/20/2020,Alabama,4887814.262329094,28.26689983485074,28.47077107148676,0.8480069950455221,0.12720104925682832,0.11306759933940297,5.456228252770056e-05,0.00011595355447295197,8.697507641492536e-05
03/21/2020,Alabama,4887798.707103161,34.13925287352793,38.15364396512601,1.0241775862058378,0.15362663793087566,0.13655701149411173,6.589741257276012e-05,0.00014004251406643178,0.00010504385499547056
03/22/2020,Alabama,4887779.920488723,41.231467025950714,49.84804425156705,1.2369440107785215,0.1855416016167782,0.16492586810380286,7.95871838102253e-05,0.00016913546182021716,0.00012686605238754065
03/23/2020,Alabama,4887757.23119191,49.7969393526631,63.97186873800771,1.493908180579893,0.22408622708698395,0.19918775741065242,9.612071680478015e-05,0.00020427185696169912,0.00015322135185434803
03/24/2020,Alabama,4887729.828527334,60.14167518260162,81.02979748329668,1.8042502554780484,0.2706375383217072,0.24056670073040648,0.00011608867941565104,0.0002467069629186028,0.00018505130825415884
03/25/2020,Alabama,4887696.733541909,72.63518240036247,101.63127568961119,2.179055472010874,0.3268583208016311,0.2905407296014499,0.00014020431553280618,0.0002979565367380411,0.00022349286892419222
03/26/2020,Alabama,4887656.763963464,87.72369371341968,126.51234282220037,2.6317108114025904,0.3947566217103885,0.3508947748536787,0.00016932896740461912,0.0003598510681042739,0.00026991905757975284
03/27/2020,Alabama,4887608.492042482,105.9460671229318,156.56189039399865,3.1783820136879535,0.47675730205319305,0.4237842684917272,0.00020450276757740017,0.0004346010046063747,0.00032598789883979016
03/28/2020,Alabama,4887550.193643382,127.95298286810385,192.85337375006745,3.8385894860431153,0.5757884229064673,0.5118119314724154,0.000246981693864568,0.0005248754994589492,0.0003937014857480119
03/29/2020,Alabama,4887479.786769135,154.53011926032144,236.68311160397903,4.635903577809643,0.6953855366714464,0.6181204770412858,0.0002982823045817554,0.000633897481013169,0.0004754772900317583
03/30/2020,Alabama,4887394.757354227,186.62612004809233,289.6165257238029,5.598783601442769,0.8398175402164154,0.7465044801923694,0.0003602357226510597,0.000765558377590169,0.0005742342155325918
03/31/2020,Alabama,4887292.0697404565,225.38632253189672,353.54393701127674,6.761589675956902,1.0142384513935352,0.9015452901275869,0.0004350527394130036,0.0009245564734672153,0.0006934963770212207
04/01/2020,Alabama,4887168.05864146,272.19344228768875,430.7479162516612,8.165803268630663,1.2248704902945993,1.088773769150755,0.0005254023464567406,0.0011165638015447578,0.0008375182839621193
04/02/2020,Alabama,4887018.29877874,328.71664084474685,523.9845804144445,9.861499225342405,1.4792248838013606,1.3148665633789873,0.0006345064486772877,0.0013484274237022431,0.0010114358179838365
04/03/2020,Alabama,4886837.447698566,396.9706505491674,636.5816508838718,11.909119516475021,1.786367927471253,1.5878826021966694,0.0007662539902506126,0.0016284119667012333,0.0012214481555358995
04/04/2020,Alabama,4886619.056234077,479.3870153433795,772.5567505786127,14.381610460301385,2.157241569045208,1.917548061373518,0.0009253384673981074,0.001966491858746771,0.0014750369702873215
04/05/2020,Alabama,4886355.340051393,578.8998793058912,936.7600692995652,17.366996379176737,2.60504945687651,2.315599517223565,0.0011174235220162616,0.0023747032423669188,0.0017812303978642808
04/06/2020,Alabama,4886036.90440738,699.0492291770653,1135.04636344092,20.971476875311957,3.1457215312967937,2.796196916708261,0.0013493422259240738,0.0028675674852295294,0.002150920705160201
04/07/2020,Alabama,4885652.41270591,844.1050488108112,1374.4822452769138,25.323151464324337,3.7984727196486503,3.376420195243245,0.0016293367304287952,0.0034626004736997723,0.0025972463040332657
04/08/2020,Alabama,4885188.187628513,1019.2164836936803,1663.5958877914716,30.576494510810406,4.586474176621561,4.076865934774721,0.0019673461916619745,0.004180924500110812,0.003136050719057478
04/09/2020,Alabama,4884627.73153196,1230.5908379957025,2012.6776300425286,36.917725139871074,5.537658770980661,4.92236335198281,0.0023753522802645137,0.0050480025259623165,0.0037864333476790844
04/10/2020,Alabama,4883951.150053554,1485.7081690291493,2434.1417774149136,44.571245070874475,6.685686760631171,5.9428326761165975,0.0028677934030931977,0.0060945184691259535,0.004571409750858921
04/11/2020,Alabama,4883134.460519077,1793.5780035155797,2942.961477406443,53.80734010546739,8.071101015820108,7.174312014062319,0.0034620602306953668,0.007357430278778586,0.005518701549278707
04/12/2020,Alabama,4882148.763070163,2165.04589200617,3557.191037829804,64.9513767601851,9.742706514027764,8.660183568024681,0.0041790874250537315,0.008881227451255939,0.006661679667711294
04/13/2020,Alabama,4880959.248864251,2613.1585851102163,4298.592550637173,78.39475755330649,11.759213632995973,10.452634340440866,0.005044058522281977,0.01071942901822787,0.008040487954185282
04/14/2020,Alabama,4879524.015720547,3153.59771738806,5193.386562063094,94.6079315216418,14.19118972824627,12.61439086955224,0.006087243052479849,0.01293636255993279,0.009703377591963262
04/15/2020,Alabama,4877792.657278863,3805.1929333811436,6273.149787754327,114.1557880014343,17.123368200215143,15.220771733524575,0.007344987003052007,0.015609269097734862,0.011708285948865058
04/16/2020,Alabama,4875704.587403161,4590.526201425378,7575.886395411378,137.71578604276132,20.657367906414198,18.36210480570151,0.008860879297565393,0.01883078204777958,0.014124696004385777
04/17/2020,Alabama,4873187.057437178,5536.639437725491,9147.30312509553,166.09918313176473,24.914877469764708,22.146557750901966,0.010687117689600099,0.02271182996332243,0.017035813654539975
